"area","trait","completeness"
"TEX","Leaf texture (sclerophylly, physical strength, toughness)",0.165546218487395
"MXC","Leaf texture (sclerophylly, physical strength, toughness)",0.0565683646112601
"MXG","Leaf texture (sclerophylly, physical strength, toughness)",0.0701530612244898
"MXN","Leaf texture (sclerophylly, physical strength, toughness)",0.0773391812865497
"AGS","Leaf texture (sclerophylly, physical strength, toughness)",0.0654250238777459
"CLC","Leaf texture (sclerophylly, physical strength, toughness)",0.0408095554080956
"CLN","Leaf texture (sclerophylly, physical strength, toughness)",0.0450913242009132
"MXI","Leaf texture (sclerophylly, physical strength, toughness)",0.0996168582375479
"CHN","Leaf texture (sclerophylly, physical strength, toughness)",0.154960173787111
"KOR","Leaf texture (sclerophylly, physical strength, toughness)",0.211135439474507
"NSW","Leaf texture (sclerophylly, physical strength, toughness)",0.0779286926994907
"NTA","Leaf texture (sclerophylly, physical strength, toughness)",0.0642520466385512
"QLD","Leaf texture (sclerophylly, physical strength, toughness)",0.054248445690601
"SOA","Leaf texture (sclerophylly, physical strength, toughness)",0.0899337330388135
"VIC","Leaf texture (sclerophylly, physical strength, toughness)",0.0861965039180229
"MXT","Leaf texture (sclerophylly, physical strength, toughness)",0.0582165743456066
"CLS","Leaf texture (sclerophylly, physical strength, toughness)",0.0551523947750363
"PAK","Leaf texture (sclerophylly, physical strength, toughness)",0.137961335676626
"CPP","Leaf texture (sclerophylly, physical strength, toughness)",0.00909964754886254
"OFS","Leaf texture (sclerophylly, physical strength, toughness)",0.0360429447852761
"NAT","Leaf texture (sclerophylly, physical strength, toughness)",0.0260766495456341
"LES","Leaf texture (sclerophylly, physical strength, toughness)",0.0396099939061548
"TVL","Leaf texture (sclerophylly, physical strength, toughness)",0.0234874107478392
"SWZ","Leaf texture (sclerophylly, physical strength, toughness)",0.031643156690812
"PEI","Leaf texture (sclerophylly, physical strength, toughness)",0.522727272727273
"RHO","Leaf texture (sclerophylly, physical strength, toughness)",0.416918429003021
"WVA","Leaf texture (sclerophylly, physical strength, toughness)",0.353040540540541
"VRG","Leaf texture (sclerophylly, physical strength, toughness)",0.292917628945343
"SRL","Leaf texture (sclerophylly, physical strength, toughness)",0.0515580736543909
"SUL","Leaf texture (sclerophylly, physical strength, toughness)",0.0374274037427404
"CRL","Leaf texture (sclerophylly, physical strength, toughness)",0.0568948891031823
"JAM","Leaf texture (sclerophylly, physical strength, toughness)",0.0709404490725675
"WAU","Leaf texture (sclerophylly, physical strength, toughness)",0.0255818426620504
"MDG","Leaf texture (sclerophylly, physical strength, toughness)",0.0116391003763017
"BUL","Leaf texture (sclerophylly, physical strength, toughness)",0.415541401273885
"AND","Leaf texture (sclerophylly, physical strength, toughness)",0.0763274336283186
"CBD","Leaf texture (sclerophylly, physical strength, toughness)",0.0663422131147541
"YAK","Leaf texture (sclerophylly, physical strength, toughness)",0.317721518987342
"ZAI","Leaf texture (sclerophylly, physical strength, toughness)",0.017056891619875
"TAN","Leaf texture (sclerophylly, physical strength, toughness)",0.0209256777651788
"MOZ","Leaf texture (sclerophylly, physical strength, toughness)",0.0256505576208178
"MLW","Leaf texture (sclerophylly, physical strength, toughness)",0.0241576605212969
"ZAM","Leaf texture (sclerophylly, physical strength, toughness)",0.0202527543745949
"KEN","Leaf texture (sclerophylly, physical strength, toughness)",0.0315393064490821
"ZIM","Leaf texture (sclerophylly, physical strength, toughness)",0.0248812915479582
"BOT","Leaf texture (sclerophylly, physical strength, toughness)",0.0307941653160454
"BEN","Leaf texture (sclerophylly, physical strength, toughness)",0.0375323554788611
"BKN","Leaf texture (sclerophylly, physical strength, toughness)",0.0381165919282511
"GHA","Leaf texture (sclerophylly, physical strength, toughness)",0.0292620865139949
"GUI","Leaf texture (sclerophylly, physical strength, toughness)",0.0263070263070263
"IVO","Leaf texture (sclerophylly, physical strength, toughness)",0.0259878016441262
"LBR","Leaf texture (sclerophylly, physical strength, toughness)",0.0257352941176471
"MLI","Leaf texture (sclerophylly, physical strength, toughness)",0.0393743257820928
"MTN","Leaf texture (sclerophylly, physical strength, toughness)",0.0731948565776459
"NGR","Leaf texture (sclerophylly, physical strength, toughness)",0.0503261882572227
"NGA","Leaf texture (sclerophylly, physical strength, toughness)",0.023674837628326
"SEN","Leaf texture (sclerophylly, physical strength, toughness)",0.0461245839277223
"TOG","Leaf texture (sclerophylly, physical strength, toughness)",0.0375123395853899
"BUR","Leaf texture (sclerophylly, physical strength, toughness)",0.0386266094420601
"CMN","Leaf texture (sclerophylly, physical strength, toughness)",0.0179861209460416
"CAF","Leaf texture (sclerophylly, physical strength, toughness)",0.0246746203904555
"CON","Leaf texture (sclerophylly, physical strength, toughness)",0.0209648901237686
"GAB","Leaf texture (sclerophylly, physical strength, toughness)",0.0156187424909892
"GGI","Leaf texture (sclerophylly, physical strength, toughness)",0.0440871369294606
"DJI","Leaf texture (sclerophylly, physical strength, toughness)",0.0909090909090909
"SOC","Leaf texture (sclerophylly, physical strength, toughness)",0.0727040816326531
"UGA","Leaf texture (sclerophylly, physical strength, toughness)",0.0340524534686971
"ANG","Leaf texture (sclerophylly, physical strength, toughness)",0.0205169628432956
"EQG","Leaf texture (sclerophylly, physical strength, toughness)",0.0209937018894332
"NAM","Leaf texture (sclerophylly, physical strength, toughness)",0.0210581732034746
"UZB","Leaf texture (sclerophylly, physical strength, toughness)",0.145856052344602
"BAH","Leaf texture (sclerophylly, physical strength, toughness)",0.114814814814815
"CAY","Leaf texture (sclerophylly, physical strength, toughness)",0.13898916967509
"NLA","Leaf texture (sclerophylly, physical strength, toughness)",0.117768595041322
"TRT","Leaf texture (sclerophylly, physical strength, toughness)",0.105836575875486
"TCI","Leaf texture (sclerophylly, physical strength, toughness)",0.121588089330025
"WIN","Leaf texture (sclerophylly, physical strength, toughness)",0.105002476473502
"TZK","Leaf texture (sclerophylly, physical strength, toughness)",0.138837638376384
"NWC","Leaf texture (sclerophylly, physical strength, toughness)",0.0172518159806295
"TKM","Leaf texture (sclerophylly, physical strength, toughness)",0.194892977844536
"CNY","Leaf texture (sclerophylly, physical strength, toughness)",0.202088452088452
"AFG","Leaf texture (sclerophylly, physical strength, toughness)",0.125027612105147
"AZO","Leaf texture (sclerophylly, physical strength, toughness)",0.494464944649447
"CYP","Leaf texture (sclerophylly, physical strength, toughness)",0.261453879047037
"BLZ","Leaf texture (sclerophylly, physical strength, toughness)",0.105408388520971
"FRG","Leaf texture (sclerophylly, physical strength, toughness)",0.137363726461843
"SUR","Leaf texture (sclerophylly, physical strength, toughness)",0.129223343571742
"KAZ","Leaf texture (sclerophylly, physical strength, toughness)",0.19618580060423
"RWA","Leaf texture (sclerophylly, physical strength, toughness)",0.0482785912148793
"CHQ","Leaf texture (sclerophylly, physical strength, toughness)",0.163934426229508
"CAB","Leaf texture (sclerophylly, physical strength, toughness)",0.0139634801288937
"COM","Leaf texture (sclerophylly, physical strength, toughness)",0.0537830446672744
"FIJ","Leaf texture (sclerophylly, physical strength, toughness)",0.0245614035087719
"MOR","Leaf texture (sclerophylly, physical strength, toughness)",0.200522069292833
"VAN","Leaf texture (sclerophylly, physical strength, toughness)",0.0369318181818182
"GAM","Leaf texture (sclerophylly, physical strength, toughness)",0.0724094881398252
"GNB","Leaf texture (sclerophylly, physical strength, toughness)",0.0428973277074543
"SIE","Leaf texture (sclerophylly, physical strength, toughness)",0.0259691381257057
"CHA","Leaf texture (sclerophylly, physical strength, toughness)",0.0567705909725454
"CPV","Leaf texture (sclerophylly, physical strength, toughness)",0.0416666666666667
"SIC","Leaf texture (sclerophylly, physical strength, toughness)",0.343390234219929
"BAL","Leaf texture (sclerophylly, physical strength, toughness)",0.340801086218602
"SAR","Leaf texture (sclerophylly, physical strength, toughness)",0.370262390670554
"TUN","Leaf texture (sclerophylly, physical strength, toughness)",0.248959200666112
"KRI","Leaf texture (sclerophylly, physical strength, toughness)",0.265673175745118
"ALB","Leaf texture (sclerophylly, physical strength, toughness)",0.425909752547307
"TUE","Leaf texture (sclerophylly, physical strength, toughness)",0.439620081411126
"KRY","Leaf texture (sclerophylly, physical strength, toughness)",0.466101694915254
"RUS","Leaf texture (sclerophylly, physical strength, toughness)",0.505827505827506
"LBY","Leaf texture (sclerophylly, physical strength, toughness)",0.196174863387978
"PAL","Leaf texture (sclerophylly, physical strength, toughness)",0.173834477773762
"OMA","Leaf texture (sclerophylly, physical strength, toughness)",0.104500381388253
"WSA","Leaf texture (sclerophylly, physical strength, toughness)",0.123076923076923
"FLA","Leaf texture (sclerophylly, physical strength, toughness)",0.18697883258499
"KTY","Leaf texture (sclerophylly, physical strength, toughness)",0.311576941400667
"LOU","Leaf texture (sclerophylly, physical strength, toughness)",0.250649350649351
"MRY","Leaf texture (sclerophylly, physical strength, toughness)",0.338789682539683
"MSI","Leaf texture (sclerophylly, physical strength, toughness)",0.264408271007479
"DEL","Leaf texture (sclerophylly, physical strength, toughness)",0.369393139841689
"WDC","Leaf texture (sclerophylly, physical strength, toughness)",0.392523364485981
"NFK","Leaf texture (sclerophylly, physical strength, toughness)",0.0814606741573034
"OGA","Leaf texture (sclerophylly, physical strength, toughness)",0.142028985507246
"SWC","Leaf texture (sclerophylly, physical strength, toughness)",0.247148288973384
"RUW","Leaf texture (sclerophylly, physical strength, toughness)",0.654071661237785
"CPI","Leaf texture (sclerophylly, physical strength, toughness)",0.133971291866029
"EGY","Leaf texture (sclerophylly, physical strength, toughness)",0.178966789667897
"SIN","Leaf texture (sclerophylly, physical strength, toughness)",0.16347687400319
"KUW","Leaf texture (sclerophylly, physical strength, toughness)",0.209366391184573
"MDR","Leaf texture (sclerophylly, physical strength, toughness)",0.37593984962406
"SEL","Leaf texture (sclerophylly, physical strength, toughness)",0.423913043478261
"CVI","Leaf texture (sclerophylly, physical strength, toughness)",0.192307692307692
"NNS","Leaf texture (sclerophylly, physical strength, toughness)",0.114335461404527
"HAW","Leaf texture (sclerophylly, physical strength, toughness)",0.0468364831552999
"MAU","Leaf texture (sclerophylly, physical strength, toughness)",0.0495258166491043
"SCS","Leaf texture (sclerophylly, physical strength, toughness)",0.182692307692308
"SCZ","Leaf texture (sclerophylly, physical strength, toughness)",0.0571428571428571
"TAS","Leaf texture (sclerophylly, physical strength, toughness)",0.0581073602656336
"ATP","Leaf texture (sclerophylly, physical strength, toughness)",0.0334928229665072
"MAQ","Leaf texture (sclerophylly, physical strength, toughness)",0.0612244897959184
"MRN","Leaf texture (sclerophylly, physical strength, toughness)",0.119402985074627
"KER","Leaf texture (sclerophylly, physical strength, toughness)",0.0703125
"SEY","Leaf texture (sclerophylly, physical strength, toughness)",0.0995145631067961
"REU","Leaf texture (sclerophylly, physical strength, toughness)",0.0451745379876797
"ROD","Leaf texture (sclerophylly, physical strength, toughness)",0.136125654450262
"MCI","Leaf texture (sclerophylly, physical strength, toughness)",0.185714285714286
"GST","Leaf texture (sclerophylly, physical strength, toughness)",0.178670360110803
"LDV","Leaf texture (sclerophylly, physical strength, toughness)",0.153846153846154
"XMS","Leaf texture (sclerophylly, physical strength, toughness)",0.117370892018779
"SVA","Leaf texture (sclerophylly, physical strength, toughness)",0.341836734693878
"WAK","Leaf texture (sclerophylly, physical strength, toughness)",0.181818181818182
"ALD","Leaf texture (sclerophylly, physical strength, toughness)",0.136363636363636
"CGS","Leaf texture (sclerophylly, physical strength, toughness)",0.134615384615385
"MDV","Leaf texture (sclerophylly, physical strength, toughness)",0.157232704402516
"CKI","Leaf texture (sclerophylly, physical strength, toughness)",0.24
"GIL","Leaf texture (sclerophylly, physical strength, toughness)",0.168421052631579
"NRU","Leaf texture (sclerophylly, physical strength, toughness)",0.228070175438596
"NUE","Leaf texture (sclerophylly, physical strength, toughness)",0.091324200913242
"PHX","Leaf texture (sclerophylly, physical strength, toughness)",0.137931034482759
"SAM","Leaf texture (sclerophylly, physical strength, toughness)",0.0391120507399577
"TOK","Leaf texture (sclerophylly, physical strength, toughness)",0.131147540983607
"TON","Leaf texture (sclerophylly, physical strength, toughness)",0.0825335892514395
"TUV","Leaf texture (sclerophylly, physical strength, toughness)",0.192307692307692
"WAL","Leaf texture (sclerophylly, physical strength, toughness)",0.0879478827361563
"COO","Leaf texture (sclerophylly, physical strength, toughness)",0.0582191780821918
"LIN","Leaf texture (sclerophylly, physical strength, toughness)",0.14
"PIT","Leaf texture (sclerophylly, physical strength, toughness)",0.0932203389830508
"SCI","Leaf texture (sclerophylly, physical strength, toughness)",0.0377049180327869
"TUA","Leaf texture (sclerophylly, physical strength, toughness)",0.12751677852349
"TUB","Leaf texture (sclerophylly, physical strength, toughness)",0.064343163538874
"MCS","Leaf texture (sclerophylly, physical strength, toughness)",0.2
"MRS","Leaf texture (sclerophylly, physical strength, toughness)",0.227642276422764
"DSV","Leaf texture (sclerophylly, physical strength, toughness)",0.0714285714285714
"CTM","Leaf texture (sclerophylly, physical strength, toughness)",0.0338983050847458
"JNF","Leaf texture (sclerophylly, physical strength, toughness)",0.0711297071129707
"EAS","Leaf texture (sclerophylly, physical strength, toughness)",0.2
"MRQ","Leaf texture (sclerophylly, physical strength, toughness)",0.0497237569060773
"FAL","Leaf texture (sclerophylly, physical strength, toughness)",0.0819672131147541
"KZN","Leaf texture (sclerophylly, physical strength, toughness)",0.127659574468085
"STH","Leaf texture (sclerophylly, physical strength, toughness)",0.024390243902439
"BER","Leaf texture (sclerophylly, physical strength, toughness)",0.290816326530612
"TDC","Leaf texture (sclerophylly, physical strength, toughness)",0.0612244897959184
"HMD","Leaf texture (sclerophylly, physical strength, toughness)",0.0909090909090909
"KEG","Leaf texture (sclerophylly, physical strength, toughness)",0.125
"MPE","Leaf texture (sclerophylly, physical strength, toughness)",0.125
"CRZ","Leaf texture (sclerophylly, physical strength, toughness)",0.0909090909090909
"SGE","Leaf texture (sclerophylly, physical strength, toughness)",0.217391304347826
"ASC","Leaf texture (sclerophylly, physical strength, toughness)",0.161290322580645
"ASP","Leaf texture (sclerophylly, physical strength, toughness)",0.0333333333333333
"SSA","Leaf texture (sclerophylly, physical strength, toughness)",0
"HBI","Leaf texture (sclerophylly, physical strength, toughness)",0.0909090909090909
"ANT","Leaf texture (sclerophylly, physical strength, toughness)",0
"BOL","Leaf type",0.259234203761331
"AGW","Leaf type",0.283874580067189
"BZL","Leaf type",0.153172138420586
"MLY","Leaf type",0.31928393383186
"SUM","Leaf type",0.318902930895402
"BIS","Leaf type",0.296004842615012
"SOL","Leaf type",0.278322925958965
"BOR","Leaf type",0.215597890797755
"MXE","Leaf type",0.282562086832232
"MXS","Leaf type",0.238456582432529
"DEN","Leaf type",0.836293007769145
"FIN","Leaf type",0.569910752231194
"FOR","Leaf type",0.879888268156425
"GRB","Leaf type",0.614233455271034
"ICE","Leaf type",0.545801526717557
"IRE","Leaf type",0.79002079002079
"NOR","Leaf type",0.69598840019333
"SWE","Leaf type",0.474448628294782
"AUT","Leaf type",0.737562516451698
"BGM","Leaf type",0.858015267175573
"CZE","Leaf type",0.728701406120761
"GER","Leaf type",0.792093355560848
"HUN","Leaf type",0.798975167520694
"NET","Leaf type",0.85027027027027
"POL","Leaf type",0.802782608695652
"SWI","Leaf type",0.76749032450134
"COR","Leaf type",0.764111977971547
"FRA","Leaf type",0.610504666983072
"SPA","Leaf type",0.511074528584256
"GRC","Leaf type",0.544459127808193
"ITA","Leaf type",0.633550760996822
"ROM","Leaf type",0.732656514382403
"YUG","Leaf type",0.642962689323975
"BLT","Leaf type",0.834677419354839
"BLR","Leaf type",0.916159567275186
"RUC","Leaf type",0.773190869354055
"RUE","Leaf type",0.676377952755906
"RUN","Leaf type",0.650818806127839
"UKR","Leaf type",0.719459791282996
"ALT","Leaf type",0.550652340752111
"BRY","Leaf type",0.574903261470426
"CTA","Leaf type",0.588620013080445
"IRK","Leaf type",0.599882491186839
"KRA","Leaf type",0.565014031805426
"TVA","Leaf type",0.530936947554508
"WSB","Leaf type",0.640230394328755
"AMU","Leaf type",0.585823488533704
"KAM","Leaf type",0.556042031523643
"KHA","Leaf type",0.53573347662547
"KUR","Leaf type",0.565754633715799
"MAG","Leaf type",0.4728
"PRM","Leaf type",0.531062124248497
"SAK","Leaf type",0.558213716108453
"NCS","Leaf type",0.568148510014656
"TCS","Leaf type",0.47204858010359
"TUR","Leaf type",0.336317006939555
"CHC","Leaf type",0.204619797695134
"CHI","Leaf type",0.571428571428571
"CHM","Leaf type",0.566129032258065
"CHX","Leaf type",0.408458864426419
"MON","Leaf type",0.472382243307353
"JAP","Leaf type",0.332579611833428
"ASK","Leaf type",0.60413694721826
"ALU","Leaf type",0.635135135135135
"GNL","Leaf type",0.67112810707457
"NWT","Leaf type",0.673745173745174
"NUN","Leaf type",0.681229773462783
"YUK","Leaf type",0.640540540540541
"ABT","Leaf type",0.718654434250764
"BRC","Leaf type",0.669531585732703
"MAN","Leaf type",0.79182156133829
"SAS","Leaf type",0.781860828772479
"LAB","Leaf type",0.737931034482759
"NBR","Leaf type",0.768821966341895
"NFL","Leaf type",0.718407960199005
"NSC","Leaf type",0.764600179694519
"ONT","Leaf type",0.721386228910169
"QUE","Leaf type",0.695296523517382
"COL","Leaf type",0.598839318099383
"IDA","Leaf type",0.61519302615193
"MNT","Leaf type",0.665920286609942
"ORE","Leaf type",0.589007633587786
"WAS","Leaf type",0.635370295426953
"WYO","Leaf type",0.646180860403863
"ILL","Leaf type",0.705703090988246
"MIN","Leaf type",0.778372591006424
"NDA","Leaf type",0.839253996447602
"SDA","Leaf type",0.805845511482255
"WIS","Leaf type",0.766158696794535
"CNT","Leaf type",0.735037768739105
"INI","Leaf type",0.733834586466165
"MAI","Leaf type",0.743746186699207
"MAS","Leaf type",0.720955483170467
"MIC","Leaf type",0.747616658304064
"NWH","Leaf type",0.759816753926702
"NWJ","Leaf type",0.682555780933063
"NWY","Leaf type",0.674185463659148
"OHI","Leaf type",0.72635814889336
"PEN","Leaf type",0.697192820984814
"VER","Leaf type",0.744538834951456
"UTA","Leaf type",0.563323201621074
"CAL","Leaf type",0.504035087719298
"CHS","Leaf type",0.301839836458981
"ALA","Leaf type",0.521954440409376
"ARK","Leaf type",0.631554737810488
"GEO","Leaf type",0.50916972324108
"NCA","Leaf type",0.539709944751381
"SCA","Leaf type",0.540467970847718
"TEN","Leaf type",0.605812525583299
"IRQ","Leaf type",0.472428248951951
"BZE","Leaf type",0.233891695471063
"BZC","Leaf type",0.269285860446081
"NZN","Leaf type",0.46472184531886
"NZS","Leaf type",0.36722866174921
"LEE","Leaf type",0.467664092664093
"GUY","Leaf type",0.367590156322551
"VEN","Leaf type",0.245292307692308
"NWG","Leaf type",0.143285596460973
"VIE","Leaf type",0.269250962548127
"MYA","Leaf type",0.306894708711919
"WHM","Leaf type",0.371049186459697
"NCB","Leaf type",0.550079491255962
"IND","Leaf type",0.317757009345794
"PER","Leaf type",0.198438643571603
"PAN","Leaf type",0.287485005997601
"ARU","Leaf type",0.686619718309859
"VNA","Leaf type",0.598548972188634
"CLM","Leaf type",0.194283162125949
"CUB","Leaf type",0.229371316306483
"COS","Leaf type",0.276109537299339
"ELS","Leaf type",0.411246804884976
"GUA","Leaf type",0.300447346149196
"HON","Leaf type",0.368263919988058
"NIC","Leaf type",0.409841648220671
"DOM","Leaf type",0.310116929334011
"HAI","Leaf type",0.30186134340437
"CHH","Leaf type",0.399778209037982
"LAO","Leaf type",0.341810172206648
"THA","Leaf type",0.274564074176585
"BZS","Leaf type",0.239882697947214
"AGE","Leaf type",0.32676796098293
"URU","Leaf type",0.359734685914943
"CHT","Leaf type",0.234015345268542
"ASS","Leaf type",0.322905203584342
"EHM","Leaf type",0.271344262295082
"NEP","Leaf type",0.322627975220085
"PHI","Leaf type",0.21906101254868
"GAL","Leaf type",0.410084033613445
"ECU","Leaf type",0.187244616234125
"BAN","Leaf type",0.448210023866348
"JAW","Leaf type",0.37360594795539
"LSI","Leaf type",0.460732984293194
"ALG","Leaf type",0.573251942286348
"TAI","Leaf type",0.358335238966385
"EAI","Leaf type",0.632760267430755
"IRN","Leaf type",0.310625694187338
"LBS","Leaf type",0.536979969183359
"PAR","Leaf type",0.305320548975371
"KGZ","Leaf type",0.32982816106694
"POR","Leaf type",0.689564564564565
"BZN","Leaf type",0.308760603558291
"ARI","Leaf type",0.533407263654006
"MOL","Leaf type",0.344922232387923
"PUE","Leaf type",0.441928721174004
"ERI","Leaf type",0.63177874186551
"ETH","Leaf type",0.502125193199382
"SOM","Leaf type",0.412177239400701
"SUD","Leaf type",0.638640873015873
"SAU","Leaf type",0.6003861003861
"YEM","Leaf type",0.549540840985984
"IOW","Leaf type",0.792035398230089
"KAN","Leaf type",0.714697406340058
"MSO","Leaf type",0.676275992438563
"NEB","Leaf type",0.794624396967609
"OKL","Leaf type",0.657305835892935
"NEV","Leaf type",0.588256101874779
"NWM","Leaf type",0.552927603115085
"TEX","Leaf type",0.490546218487395
"MXC","Leaf type",0.31514745308311
"MXG","Leaf type",0.355357142857143
"MXN","Leaf type",0.383333333333333
"AGS","Leaf type",0.319006685768863
"CLC","Leaf type",0.308228268082283
"CLN","Leaf type",0.300799086757991
"MXI","Leaf type",0.501915708812261
"CHN","Leaf type",0.417994207096307
"KOR","Leaf type",0.493274945261182
"NSW","Leaf type",0.642784380305603
"NTA","Leaf type",0.438600843463161
"QLD","Leaf type",0.491893209801292
"SOA","Leaf type",0.572104764910066
"VIC","Leaf type",0.639843279083785
"MXT","Leaf type",0.311393504941892
"CLS","Leaf type",0.351959361393324
"PAK","Leaf type",0.427284710017575
"CPP","Leaf type",0.211855174623518
"OFS","Leaf type",0.443251533742331
"NAT","Leaf type",0.457921770051363
"LES","Leaf type",0.397928092626447
"TVL","Leaf type",0.525930101465614
"SWZ","Leaf type",0.610369805566146
"PEI","Leaf type",0.828125
"RHO","Leaf type",0.766616314199396
"WVA","Leaf type",0.70045045045045
"VRG","Leaf type",0.600461893764434
"SRL","Leaf type",0.386968838526912
"SUL","Leaf type",0.318993331899333
"CRL","Leaf type",0.368370298939248
"JAM","Leaf type",0.363488447770908
"WAU","Leaf type",0.286401231005963
"MDG","Leaf type",0.188675942942155
"BUL","Leaf type",0.693503184713376
"AND","Leaf type",0.503318584070796
"CBD","Leaf type",0.391137295081967
"YAK","Leaf type",0.550632911392405
"ZAI","Leaf type",0.44612776777201
"TAN","Leaf type",0.51365838573343
"MOZ","Leaf type",0.726208178438662
"MLW","Leaf type",0.745920745920746
"ZAM","Leaf type",0.716461438755671
"KEN","Leaf type",0.522987603954182
"ZIM","Leaf type",0.736182336182336
"BOT","Leaf type",0.724068071312804
"BEN","Leaf type",0.635893011216566
"BKN","Leaf type",0.688340807174888
"GHA","Leaf type",0.546119592875318
"GUI","Leaf type",0.535464535464535
"IVO","Leaf type",0.487403871652082
"LBR","Leaf type",0.431985294117647
"MLI","Leaf type",0.684466019417476
"MTN","Leaf type",0.734915924826904
"NGR","Leaf type",0.784715750232992
"NGA","Leaf type",0.503875968992248
"SEN","Leaf type",0.657631954350927
"TOG","Leaf type",0.63573543928924
"BUR","Leaf type",0.658798283261803
"CMN","Leaf type",0.388188641835434
"CAF","Leaf type",0.529555314533623
"CON","Leaf type",0.434453144733519
"GAB","Leaf type",0.327993592310773
"GGI","Leaf type",0.449170124481328
"DJI","Leaf type",0.633802816901408
"SOC","Leaf type",0.45280612244898
"UGA","Leaf type",0.582275803722504
"ANG","Leaf type",0.524071082390953
"EQG","Leaf type",0.365290412876137
"NAM","Leaf type",0.543564095814688
"UZB","Leaf type",0.310250817884406
"BAH","Leaf type",0.485185185185185
"CAY","Leaf type",0.615523465703971
"NLA","Leaf type",0.638429752066116
"TRT","Leaf type",0.484046692607004
"TCI","Leaf type",0.58560794044665
"WIN","Leaf type",0.477464091134225
"TZK","Leaf type",0.296125461254613
"NWC","Leaf type",0.13771186440678
"TKM","Leaf type",0.405933158092377
"CNY","Leaf type",0.541769041769042
"AFG","Leaf type",0.325381047051027
"AZO","Leaf type",0.806273062730627
"CYP","Leaf type",0.690287110568112
"BLZ","Leaf type",0.45612582781457
"FRG","Leaf type",0.430723488602577
"SUR","Leaf type",0.442738043001316
"KAZ","Leaf type",0.375944108761329
"RWA","Leaf type",0.629600316580926
"CHQ","Leaf type",0.386612021857923
"CAB","Leaf type",0.377013963480129
"COM","Leaf type",0.499544211485871
"FIJ","Leaf type",0.218713450292398
"MOR","Leaf type",0.520170859041291
"VAN","Leaf type",0.28030303030303
"GAM","Leaf type",0.794007490636704
"GNB","Leaf type",0.672995780590717
"SIE","Leaf type",0.508468197214904
"CHA","Leaf type",0.690088413215449
"CPV","Leaf type",0.816666666666667
"SIC","Leaf type",0.680428741564113
"BAL","Leaf type",0.723693143245078
"SAR","Leaf type",0.703109815354713
"TUN","Leaf type",0.636136552872606
"KRI","Leaf type",0.631551901336074
"ALB","Leaf type",0.715574963609898
"TUE","Leaf type",0.778833107191316
"KRY","Leaf type",0.72256913470116
"RUS","Leaf type",0.72960372960373
"LBY","Leaf type",0.639344262295082
"PAL","Leaf type",0.625948680881821
"OMA","Leaf type",0.577421815408085
"WSA","Leaf type",0.641025641025641
"FLA","Leaf type",0.476587556125722
"KTY","Leaf type",0.653644592663173
"LOU","Leaf type",0.578354978354978
"MRY","Leaf type",0.669146825396825
"MSI","Leaf type",0.577210734711835
"DEL","Leaf type",0.698548812664908
"WDC","Leaf type",0.745794392523364
"NFK","Leaf type",0.547752808988764
"OGA","Leaf type",0.51304347826087
"SWC","Leaf type",0.806083650190114
"RUW","Leaf type",0.844951140065147
"CPI","Leaf type",0.492822966507177
"EGY","Leaf type",0.68019680196802
"SIN","Leaf type",0.644338118022329
"KUW","Leaf type",0.721763085399449
"MDR","Leaf type",0.74812030075188
"SEL","Leaf type",0.739130434782609
"CVI","Leaf type",0.763461538461538
"NNS","Leaf type",0.455600696459663
"HAW","Leaf type",0.309778142974528
"MAU","Leaf type",0.428872497365648
"SCS","Leaf type",0.802884615384615
"SCZ","Leaf type",0.379591836734694
"TAS","Leaf type",0.583287216380742
"ATP","Leaf type",0.511961722488038
"MAQ","Leaf type",0.63265306122449
"MRN","Leaf type",0.543710021321962
"KER","Leaf type",0.6171875
"SEY","Leaf type",0.587378640776699
"REU","Leaf type",0.412731006160164
"ROD","Leaf type",0.638743455497382
"MCI","Leaf type",0.828571428571429
"GST","Leaf type",0.686980609418283
"LDV","Leaf type",0.785714285714286
"XMS","Leaf type",0.685446009389671
"SVA","Leaf type",0.653061224489796
"WAK","Leaf type",0.772727272727273
"ALD","Leaf type",0.818181818181818
"CGS","Leaf type",0.826923076923077
"MDV","Leaf type",0.805031446540881
"CKI","Leaf type",0.88
"GIL","Leaf type",0.726315789473684
"NRU","Leaf type",0.771929824561403
"NUE","Leaf type",0.502283105022831
"PHX","Leaf type",0.724137931034483
"SAM","Leaf type",0.268498942917548
"TOK","Leaf type",0.737704918032787
"TON","Leaf type",0.460652591170825
"TUV","Leaf type",0.75
"WAL","Leaf type",0.514657980456026
"COO","Leaf type",0.472602739726027
"LIN","Leaf type",0.72
"PIT","Leaf type",0.567796610169492
"SCI","Leaf type",0.337704918032787
"TUA","Leaf type",0.61744966442953
"TUB","Leaf type",0.442359249329759
"MCS","Leaf type",0.8
"MRS","Leaf type",0.75609756097561
"DSV","Leaf type",0.5
"CTM","Leaf type",0.562146892655367
"JNF","Leaf type",0.305439330543933
"EAS","Leaf type",0.65
"MRQ","Leaf type",0.314917127071823
"FAL","Leaf type",0.39344262295082
"KZN","Leaf type",0.558510638297872
"STH","Leaf type",0.451219512195122
"BER","Leaf type",0.693877551020408
"TDC","Leaf type",0.438775510204082
"HMD","Leaf type",0.727272727272727
"KEG","Leaf type",0.625
"MPE","Leaf type",0.541666666666667
"CRZ","Leaf type",0.727272727272727
"SGE","Leaf type",0.652173913043478
