"","area","trait","completeness"
"11423","ICE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.320610687022901
"11424","IRE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.466389466389466
"11425","NOR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.38472692121798
"11426","SWE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.245024206562668
"11427","AUT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.320610687022901
"11428","BGM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.479898218829517
"11429","CZE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.313757926661152
"11430","GER","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.2945939509407
"11431","HUN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.392589672841939
"11432","NET","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.467567567567568
"11433","POL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.375652173913043
"11434","SWI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.357844596606133
"11435","COR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.372648003671409
"11436","FRA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.239677266255339
"11437","SPA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.207572583058964
"11438","GRC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.212950726826506
"11439","ITA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.246864024084295
"11440","ROM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.335871404399323
"11441","YUG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.251754710011082
"11442","BLT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.483870967741935
"11443","BLR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.554428668018932
"11444","RUC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.414278776104905
"11445","RUE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.351181102362205
"11446","RUN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.382461701003698
"11447","UKR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.339779005524862
"11448","ALT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.276669224865695
"11449","BRY","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.288557213930348
"11450","CTA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.281883584041857
"11451","IRK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.317273795534665
"11452","KRA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.29466791393826
"11453","TVA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.271655863288156
"11454","WSB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.330084182543199
"11455","AMU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.282835302293259
"11456","KAM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.251313485113835
"11457","KHA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.244492208490059
"11458","KUR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.248896734333628
"11459","MAG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.2104
"11460","PRM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.233466933867735
"11461","SAK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.269537480063796
"11462","NCS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.265510503175379
"11463","TCS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.201464547240579
"11464","TUR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.116262697375038
"11465","CHC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0536963414020432
"11466","CHI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.229735781459919
"11467","CHM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.236693548387097
"11468","CHX","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.177578215527231
"11469","MON","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.203998644527279
"11470","JAP","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.102694554362163
"11471","ASK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.191868758915835
"11472","ALU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.245945945945946
"11473","GNL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.321223709369025
"11474","NWT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.250965250965251
"11475","NUN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.268608414239482
"11476","YUK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.214414414414414
"11477","ABT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.247706422018349
"11478","BRC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.197249677696605
"11479","MAN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.324907063197026
"11480","SAS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.304925723221267
"11481","LAB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.295172413793103
"11482","NBR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.310894596988485
"11483","NFL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.28955223880597
"11484","NSC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.298292902066487
"11485","ONT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.269949840401277
"11486","QUE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.264826175869121
"11487","COL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.196953210010881
"11488","IDA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.161477791614778
"11489","MNT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.208687863860278
"11490","ORE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.125801526717557
"11491","WAS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.162282476730069
"11492","WYO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.214223002633889
"11493","ILL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.271223334784502
"11494","MIN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.321734475374732
"11495","NDA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.369449378330373
"11496","SDA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.349338900487126
"11497","WIS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.312138728323699
"11498","CNT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.280069726902963
"11499","INI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.282205513784461
"11500","MAI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.297742525930445
"11501","MAS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.270901194353963
"11502","MIC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.288509784244857
"11503","NWH","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.306937172774869
"11504","NWJ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.243914807302231
"11505","NWY","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.243525480367586
"11506","OHI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.272132796780684
"11507","PEN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.253106304647952
"11508","VER","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.297330097087379
"11509","UTA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.142857142857143
"11510","CAL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0785964912280702
"11511","CHS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0816816282997067
"11512","ALA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.162099702872235
"11513","ARK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.230910763569457
"11514","GEO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.157385795265088
"11515","NCA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.176795580110497
"11516","SCA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.172995780590717
"11517","TEN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.214490380679492
"11518","IRQ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.156401160915834
"11519","BZE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0532659753611628
"11520","BZC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0617966032330673
"11521","NZN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0169606512890095
"11522","NZS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0110642781875659
"11523","LEE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0994208494208494
"11524","GUY","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.1193313728525
"11525","VEN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0659076923076923
"11526","NWG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.01424608232736
"11527","VIE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0495274763738187
"11528","MYA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0532335649385355
"11529","WHM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.115391808490742
"11530","NCB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0898251192368839
"11531","IND","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0388110072689512
"11532","PER","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0569407172481093
"11533","PAN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0954618152738904
"11534","ARU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0669014084507042
"11535","VNA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.116082224909311
"11536","CLM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0566811482398798
"11537","CUB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0461689587426326
"11538","COS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0880075542965061
"11539","ELS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0965634762851463
"11540","GUA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0774996977390884
"11541","HON","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.100313479623824
"11542","NIC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.117486804018389
"11543","DOM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0574478901881037
"11544","HAI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0558403021311033
"11545","CHH","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0892708622123648
"11546","LAO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0614737685222267
"11547","THA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0415167450871852
"11548","BZS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0378885630498534
"11549","AGE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0452072781842056
"11550","URU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0413577838470542
"11551","CHT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0777209434498437
"11552","ASS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0586385788398051
"11553","EHM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0629508196721311
"11554","NEP","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0800456472122595
"11555","PHI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0283427087840762
"11556","GAL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0621848739495798
"11557","ECU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0638321369409166
"11558","BAN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.075417661097852
"11559","JAW","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0511152416356877
"11560","LSI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0566099476439791
"11561","ALG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.193396226415094
"11562","TAI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.090555682597759
"11563","EAI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.216809933142311
"11564","IRN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.108231519190423
"11565","LBS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.159989727786338
"11566","PAR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0430532054897537
"11567","KGZ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.149269043344447
"11568","POR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.308558558558559
"11569","BZN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0922603408152541
"11570","ARI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.13224286110341
"11571","MOL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0393412625800549
"11572","PUE","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0846960167714885
"11573","ERI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0677874186550976
"11574","ETH","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0367078825347759
"11575","SOM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0321963659547338
"11576","SUD","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0381944444444444
"11577","SAU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.112451737451737
"11578","YEM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0792653455775737
"11579","IOW","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.344500632111252
"11580","KAN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.30028818443804
"11581","MSO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.265122873345936
"11582","NEB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.367332873880083
"11583","OKL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.23387450636244
"11584","NEV","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.124513618677043
"11585","NWM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.160657629074127
"11586","TEX","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.13172268907563
"11587","MXC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0609919571045576
"11588","MXG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0840561224489796
"11589","MXN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.064327485380117
"11590","AGS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0296084049665712
"11591","CLC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0185799601857996
"11592","CLN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0228310502283105
"11593","MXI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0804597701149425
"11594","CHN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.145546705286025
"11595","KOR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.183609634031905
"11596","NSW","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0378607809847199
"11597","NTA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0223269660133962
"11598","QLD","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0286480555894185
"11599","SOA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0236667718523193
"11600","VIC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0331525015069319
"11601","MXT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0742913000977517
"11602","CLS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0239477503628447
"11603","PAK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.127416520210896
"11604","CPP","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0100608779237424
"11605","OFS","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0379601226993865
"11606","NAT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0353615171868827
"11607","LES","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0347349177330896
"11608","TVL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.032130777903044
"11609","SWZ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0522302706824247
"11610","PEI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.357954545454545
"11611","RHO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.306646525679758
"11612","WVA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.26295045045045
"11613","VRG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.206697459584296
"11614","SRL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0453257790368272
"11615","SUL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0387180038718004
"11616","CRL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0414657666345227
"11617","JAM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0722421086885779
"11618","WAU","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.00807847663012118
"11619","MDG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.00708847466526647
"11620","BUL","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.302675159235669
"11621","AND","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0768805309734513
"11622","CBD","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0645491803278689
"11623","YAK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.268354430379747
"11624","ZAI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0123953808666172
"11625","TAN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0168023915060303
"11626","MOZ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0297397769516729
"11627","MLW","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0211909302818394
"11628","ZAM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0181464679196371
"11629","KEN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0240075317746744
"11630","ZIM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0269705603038936
"11631","BOT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.043354943273906
"11632","BEN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0224331320103538
"11633","BKN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0325112107623318
"11634","GHA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0178117048346056
"11635","GUI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0153180153180153
"11636","IVO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.016971625563511
"11637","LBR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.00992647058823529
"11638","MLI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0285868392664509
"11639","MTN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0672601384767557
"11640","NGR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0391425908667288
"11641","NGA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0159228996438299
"11642","SEN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0294816928197813
"11643","TOG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0217176702862784
"11644","BUR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0282546494992847
"11645","CMN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0110465939668602
"11646","CAF","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.015997830802603
"11647","CON","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0133872189946956
"11648","GAB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.00780937124549459
"11649","GGI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0212655601659751
"11650","DJI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0793854033290653
"11651","SOC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0446428571428571
"11652","UGA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0253807106598985
"11653","ANG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0180936995153473
"11654","EQG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.00769769069279216
"11655","NAM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0239536720189524
"11656","UZB","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.130043620501636
"11657","BAH","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0787037037037037
"11658","CAY","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0974729241877256
"11659","NLA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0785123966942149
"11660","TRT","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.121789883268482
"11661","TCI","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0669975186104218
"11662","WIN","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.104011887072808
"11663","TZK","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.131457564575646
"11664","NWC","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.0169491525423729
"11665","TKM","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.160720991363124
"11666","CNY","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.180589680589681
"11667","AFG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.119284294234592
"11668","AZO","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.420664206642066
"11669","CYP","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.233353695784973
"11670","BLZ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.137969094922737
"11671","FRG","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.170069375619425
"11672","SUR","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.158622202720491
"11673","KAZ","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.16333081570997
"11674","RWA","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",0.03601108033241
